Age,Gender,Height_m,Weight_kg,BMI,Activity_Level,Label,Recommendation
20,0,1.87,73.13,20.91,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
51,1,1.89,78.59,22,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
56,1,1.41,48.84,24.56,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
36,0,1.87,56.67,16.21,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
32,0,1.7,48.25,16.7,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
19,0,1.9,71.19,19.72,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
21,1,1.48,51.19,23.37,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
37,0,1.78,81.62,25.76,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,1,1.89,112.04,31.37,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
22,0,1.68,91.87,32.55,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
32,0,1.48,59.87,27.33,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
22,1,1.5,67.69,30.08,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
36,0,1.64,65.08,24.2,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,1,1.57,71.43,28.98,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
32,1,1.49,71.89,32.38,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
59,1,1.91,119.34,32.71,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
32,0,1.52,35.8,15.5,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,0,1.56,37.86,15.56,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
36,1,1.73,72.54,24.24,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
40,1,1.94,98.12,26.07,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
45,0,1.81,90.55,27.64,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
34,0,1.93,79.69,21.39,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
48,0,1.49,38.55,17.36,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
19,1,1.79,69.93,21.83,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
46,0,1.72,70.42,23.8,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
30,0,1.59,69.6,27.53,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,1,1.5,73.85,32.82,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
39,0,1.49,35.57,16.02,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
36,0,1.91,92.2,25.27,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
39,0,1.66,75.95,27.56,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
57,0,1.99,62.21,15.71,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
59,0,1.56,39.69,16.31,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
45,0,1.42,50.97,25.28,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
39,1,1.79,57.85,18.05,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
57,0,1.68,49.37,17.49,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
50,0,1.45,34.37,16.35,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
44,0,1.64,42.76,15.9,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
27,1,1.65,47.92,17.6,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
31,0,1.77,53.23,16.99,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
49,0,1.69,89.12,31.2,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
24,0,1.43,33.59,16.42,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
51,0,1.9,60.21,16.68,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,1,1.6,73.08,28.55,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,1,1.74,81.18,26.81,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
20,0,1.59,42.02,16.62,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,1,1.46,48.75,22.87,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,1,1.66,48.11,17.46,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
27,0,1.59,80.91,32.01,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
44,0,1.82,60.84,18.37,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
45,1,1.47,42.52,19.68,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
39,1,1.62,44.2,16.84,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
22,1,1.96,121.53,31.64,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
29,1,1.64,64.35,23.93,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
44,1,1.57,43.43,17.62,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
22,0,1.7,66.5,23.01,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
33,1,1.47,34.77,16.09,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
39,1,1.9,87.41,24.21,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,0,1.66,49.74,18.05,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
23,1,1.66,76.3,27.69,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
57,1,1.9,88.43,24.5,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
47,1,1.92,56.28,15.27,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
41,0,1.83,89.98,26.87,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,0,1.43,34.76,17,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,1,1.81,104.06,31.76,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,0,1.44,34.87,16.82,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,0,1.68,94.02,33.31,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,1,1.69,59.98,21,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,1,1.66,65.59,23.8,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
56,0,1.8,58.39,18.02,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,0,1.66,74.03,26.87,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
21,1,1.48,47.86,21.85,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
39,1,1.98,70.26,17.92,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
40,1,1.93,102.61,27.55,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
20,1,1.75,46.8,15.28,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,1,1.44,34.66,16.71,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
18,0,1.59,40.79,16.14,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
29,0,1.91,65.34,17.91,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
49,1,1.8,60.3,18.61,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
44,1,1.63,62.38,23.48,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
54,1,1.95,98.29,25.85,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
54,0,1.84,107.57,31.77,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
45,0,1.61,41.55,16.03,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
29,1,1.51,50.18,22.01,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
50,1,1.47,42.95,19.88,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
57,0,1.67,63.37,22.72,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
49,0,1.89,57.98,16.23,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
23,1,1.88,62.24,17.61,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
39,0,1.96,132.91,34.6,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
42,1,1.96,115.1,29.96,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
29,0,1.55,59.69,24.85,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,0,1.48,41.76,19.07,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
36,0,1.61,54.45,21.01,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
31,1,1.82,56.63,17.1,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
33,1,1.85,87.15,25.46,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
38,1,1.61,61,23.53,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
54,1,1.63,48.54,18.27,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
55,0,1.93,126.28,33.9,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
56,0,1.73,72.28,24.15,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
52,0,1.85,80.94,23.65,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,0,1.88,113.24,32.04,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
23,0,1.91,89.77,24.61,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,1,1.99,128.61,32.48,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
21,0,1.4,29.46,15.03,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
38,1,1.91,58.65,16.08,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
54,1,1.74,103.68,34.24,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
23,1,1.96,80.28,20.9,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
42,1,1.44,40.88,19.71,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,1,1.5,75.16,33.41,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
40,1,1.62,69.53,26.49,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
23,0,1.76,106.25,34.3,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
55,1,1.49,37.8,17.02,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
45,1,1.74,54.49,18,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,1,1.9,67.28,18.64,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
34,0,1.95,81.07,21.32,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,0,1.63,78.58,29.57,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
22,1,1.54,77.46,32.66,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
40,1,1.52,37.17,16.09,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
47,0,1.93,67.34,18.08,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
39,1,1.54,51.99,21.92,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,1,1.52,46.62,20.18,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
48,0,1.88,99.83,28.25,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
32,1,1.65,68.67,25.22,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
34,0,1.51,67.54,29.62,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
49,1,1.54,37.15,15.66,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
37,1,1.6,48.64,19,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
41,0,1.84,105.02,31.02,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
40,0,1.46,36.21,16.99,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,1,1.44,35.63,17.18,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
45,1,1.99,67.77,17.11,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
29,0,1.53,70.99,30.33,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
22,1,1.71,67.28,23.01,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
28,1,1.51,34.93,15.32,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
22,1,1.98,67.36,17.18,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
18,1,1.52,45.7,19.78,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
28,1,1.6,46.48,18.16,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
35,1,1.98,120.34,30.7,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
31,0,1.44,33.89,16.34,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
35,1,1.63,80.66,30.36,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
47,0,1.41,36.34,18.28,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
48,0,1.94,56.62,15.04,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
57,0,1.43,39.41,19.27,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
19,1,1.67,51.26,18.38,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
22,0,1.8,65.44,20.2,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
20,1,1.56,38.75,15.92,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
35,0,1.93,126.78,34.03,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
59,0,1.64,54.77,20.36,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
33,1,1.79,52.63,16.42,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
23,1,1.85,65.37,19.1,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
22,1,1.75,50.77,16.58,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
53,1,1.6,42.18,16.48,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
23,0,1.97,63.49,16.36,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
28,0,1.99,113.23,28.59,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
59,0,1.6,68.61,26.8,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
40,0,1.75,74.95,24.47,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
22,0,1.51,39.57,17.35,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,0,1.95,90.13,23.7,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
39,0,1.82,49.93,15.07,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
37,1,1.6,56.23,21.97,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
37,1,1.48,39.32,17.95,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
42,0,1.51,64.8,28.42,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
27,1,1.89,114.62,32.09,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
53,1,1.46,55.75,26.15,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
29,1,1.69,53.74,18.82,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
50,1,1.99,85.23,21.52,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
34,1,1.95,57.12,15.02,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
42,1,1.65,92.36,33.92,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
42,0,1.83,71.92,21.48,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
35,1,1.68,97.22,34.45,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
39,1,1.69,43.24,15.14,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
23,1,1.9,70.82,19.62,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
43,1,1.43,49.37,24.15,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
51,0,1.84,105.58,31.19,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
37,1,1.56,58.28,23.95,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,1,1.55,46.2,19.23,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
35,0,1.81,53.3,16.27,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
47,1,1.86,53.11,15.35,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
36,0,1.52,54.51,23.59,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
48,0,1.68,77.2,27.35,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
26,1,1.45,61.58,29.29,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
45,0,1.97,100.29,25.84,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
39,1,1.74,77.31,25.53,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,1,1.7,86.15,29.81,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
23,0,1.95,59.74,15.71,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
56,0,1.69,61.88,21.67,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
44,0,1.61,83.21,32.1,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
36,0,1.58,84.15,33.71,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
31,1,1.55,48.54,20.21,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
49,1,1.77,51.72,16.51,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
45,0,1.7,45.27,15.66,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
40,0,1.41,33.79,16.99,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
46,0,1.72,53.37,18.04,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
34,0,1.72,58.86,19.9,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
57,0,1.49,50.79,22.88,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
46,1,1.76,51.45,16.61,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
58,1,1.89,101.58,28.44,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
39,0,1.85,59.99,17.53,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
28,1,1.9,83.64,23.17,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
24,1,1.97,70.76,18.23,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
57,1,1.75,99.57,32.51,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
48,1,1.57,40.31,16.35,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
55,1,1.91,99.79,27.35,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
56,1,1.64,49.33,18.34,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
51,0,1.99,85.78,21.66,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
21,1,1.68,59.8,21.19,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
23,0,1.4,41.3,21.07,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
34,0,1.6,45.06,17.6,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
18,1,1.45,67.65,32.18,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
47,1,1.59,57.36,22.69,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
18,0,1.79,95.77,29.89,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
37,0,1.87,83.08,23.76,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
37,0,1.87,91.09,26.05,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
40,0,1.78,97.94,30.91,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
18,1,1.75,60.54,19.77,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
48,0,1.4,34.86,17.79,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
23,0,1.41,41.27,20.76,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
41,1,1.97,122.02,31.44,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,1,1.83,97.72,29.18,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
58,1,1.64,80.54,29.95,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,1,1.55,53.91,22.44,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
43,1,1.62,47.19,17.98,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
59,0,1.97,73.69,18.99,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
50,1,1.91,55.93,15.33,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
42,0,1.63,45.34,17.06,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
30,1,1.86,78.71,22.75,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
46,0,1.51,74.72,32.77,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
37,1,1.96,75.88,19.75,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
44,0,1.74,61.84,20.43,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
36,1,1.49,48.22,21.72,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
19,0,1.68,88.75,31.45,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
59,0,1.68,53.49,18.95,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
54,1,1.99,61.35,15.49,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
47,0,1.68,44.48,15.76,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
46,1,1.45,48.77,23.2,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
18,1,1.87,112.88,32.28,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
18,0,1.64,58.5,21.75,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,1,1.42,32.03,15.88,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
37,0,1.94,99.42,26.42,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,1,1.88,75.4,21.33,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
28,0,1.89,91.85,25.71,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
43,1,1.46,50.66,23.77,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
25,0,1.67,63.41,22.74,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
48,1,1.63,54.89,20.66,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,1,1.79,57.57,17.97,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
50,1,1.71,50.52,17.28,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
50,1,1.73,95.99,32.07,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
18,1,1.6,54.35,21.23,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
46,0,1.69,44.75,15.67,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
57,1,1.96,96.35,25.08,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,0,1.45,47.89,22.78,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
57,1,1.68,51.85,18.37,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
35,1,1.67,48.6,17.43,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
32,1,1.44,43.07,20.77,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
21,1,1.65,75.46,27.72,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
25,1,1.4,45.49,23.21,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
33,1,1.8,62.32,19.24,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
26,0,1.66,75.46,27.38,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
28,1,1.92,114.14,30.96,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
35,0,1.89,61.75,17.29,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
58,1,1.94,68.93,18.32,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
41,1,1.92,76.84,20.85,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
21,0,1.58,68.95,27.62,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
56,1,1.66,46.51,16.88,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
44,0,1.68,43.48,15.41,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
48,1,1.72,61.91,20.93,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
21,0,1.58,38.35,15.36,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
19,1,1.7,51.63,17.87,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
45,1,1.78,56.15,17.72,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
21,0,1.65,68.76,25.25,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,0,1.53,56.22,24.02,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
31,1,1.84,56.42,16.67,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
41,0,1.61,41.66,16.07,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
32,1,1.68,72.76,25.78,3,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
46,0,1.53,38.12,16.28,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
24,0,1.6,72.74,28.42,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,1,1.45,39.68,18.87,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
34,0,1.91,89.24,24.46,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
34,1,1.86,81.98,23.7,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
38,0,1.9,122.97,34.06,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
18,0,1.53,77.98,33.31,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
52,0,1.87,114.07,32.62,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
54,0,1.55,38.25,15.92,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
18,0,1.45,70.24,33.41,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
59,0,1.87,100.53,28.75,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
19,1,1.45,69.48,33.05,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
18,0,1.61,42.52,16.4,2,0,"Underfit: Increase calories, protein-rich diet, strength training"
35,0,1.62,70.38,26.82,1,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
30,0,1.97,91.01,23.45,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
39,0,1.85,64.88,18.96,3,1,"Fit: Maintain balanced diet, regular cardio + strength"
45,1,1.99,81.71,20.63,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
32,0,1.84,60.95,18,3,0,"Underfit: Increase calories, protein-rich diet, strength training"
20,0,1.42,34.6,17.16,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
27,1,1.48,65.95,30.11,2,2,"Overfit: Calorie deficit, low sugar diet, cardio + HIIT"
41,0,1.61,53.56,20.66,2,1,"Fit: Maintain balanced diet, regular cardio + strength"
47,0,1.56,37.48,15.4,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
26,1,1.79,69.68,21.75,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
36,0,1.65,47.79,17.55,1,0,"Underfit: Increase calories, protein-rich diet, strength training"
41,0,1.42,45.28,22.46,1,1,"Fit: Maintain balanced diet, regular cardio + strength"
